conflictid,dyadid,org,sideaname,sideaid,sideacomponents,sidebname,sidebid,sidebcomponents,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,year,fatbest,fatlow,fathigh,location,gwnoloc,region,version
4741,5351,3,Borana,591,,Degodia,918,,1992-12-31,5,1992-12-31,5,1,1992-12-31,5,1992,51,51,51,Ethiopia,530,4,17.1
4741,5351,3,Borana,591,,Degodia,918,,1992-12-31,5,1998-10-26,2,1,1998-12-31,5,1998,225,225,362,"Ethiopia, Kenya","530, 501",4,17.1
4741,5351,3,Borana,591,,Degodia,918,,1992-12-31,5,2000-05-20,3,1,2000-05-20,3,2000,65,65,65,Ethiopia,530,4,17.1
4742,5352,3,Borana,591,,Garre,1079,,2000-07-15,5,2000-09-30,3,0,,,2000,68,68,68,Ethiopia,530,4,17.1
4742,5352,3,Borana,591,,Garre,1079,,2000-07-15,5,2000-09-30,3,1,2001-12-31,3,2001,93,93,93,Ethiopia,530,4,17.1
4742,5352,3,Borana,591,,Garre,1079,,2000-07-15,5,2009-02-06,1,1,2009-05-24,1,2009,34,34,34,Ethiopia,530,4,17.1
4743,5353,3,"Borana, Guji",3805,"591, 613",Garre,1079,,2000-09-07,1,2000-09-07,1,0,,,2000,72,72,72,Ethiopia,530,4,17.1
4743,5353,3,"Borana, Guji",3805,"591, 613",Garre,1079,,2000-09-07,1,2000-09-07,1,1,2001-11-30,3,2001,31,31,31,Ethiopia,530,4,17.1
4744,5354,3,Derashe,919,,Zeyle,920,,2001-11-23,2,2001-11-23,2,1,2001-11-23,2,2001,40,40,40,Ethiopia,530,4,17.1
4745,5355,3,Gedeo,921,,Guji,613,,1995-12-31,5,1995-12-31,5,1,1995-12-31,5,1995,1000,1000,1000,Ethiopia,530,4,17.1
4745,5355,3,Gedeo,921,,Guji,613,,1995-12-31,5,1998-07-22,1,1,1998-07-22,1,1998,700,140,700,Ethiopia,530,4,17.1
4746,5356,3,Rer Liban subclan (Issaq),922,,Rer Samatar subclan of Habr Awal (Issaq),923,,1992-06-30,3,1992-06-30,3,1,1992-06-30,3,1992,100,100,100,Ethiopia,530,4,17.1
4748,5358,1,Republic of Abkhazia,342,,White Legion,813,,1997-07-08,1,1997-12-24,1,0,,,1997,26,26,36,Georgia,372,1,17.1
4748,5358,1,Republic of Abkhazia,342,,White Legion,813,,1997-07-08,1,1997-12-24,1,1,1998-05-23,1,1998,38,38,66,Georgia,372,1,17.1
4749,5359,3,Gonja,1060,,"Konkomba, Nawuri",3803,"1061, 1062",1991-06-25,2,1991-06-25,2,0,,,1991,30,30,52,Ghana,452,4,17.1
4749,5359,3,Gonja,1060,,"Konkomba, Nawuri",3803,"1061, 1062",1991-06-25,2,1991-06-25,2,1,1992-05-25,2,1992,63,63,80,Ghana,452,4,17.1
4750,5360,3,"Dagomba, Gonja, Nanumba",3802,"1064, 1060, 1063",Konkomba,1062,,1993-01-31,3,1994-02-03,1,0,,,1994,2004,1004,10024,Ghana,452,4,17.1
4750,5360,3,"Dagomba, Gonja, Nanumba",3802,"1064, 1060, 1063",Konkomba,1062,,1993-01-31,3,1994-02-03,1,1,1995-04-23,1,1995,155,155,172,Ghana,452,4,17.1
4751,5361,3,Torma,1071,,Torma Manian,1072,,2000-01-03,1,2000-01-03,1,1,2000-01-03,1,2000,31,31,34,Guinea,438,4,17.1
4752,5362,3,Bodo,814,,Santhal,815,,1996-05-16,2,1996-05-18,2,1,1996-08-06,1,1996,185,185,216,India,750,3,17.1
4752,5362,3,Bodo,814,,Santhal,815,,1996-05-16,2,1998-06-01,1,1,1998-11-18,1,1998,94,94,119,India,750,3,17.1
4753,5363,1,HuM,816,,JKLF,817,,1991-05-05,1,1993-12-31,5,1,1993-12-31,5,1993,75,75,75,India,750,3,17.1
4754,5364,3,Kuki,387,,Naga,818,,1993-09-15,2,1993-09-15,2,0,,,1993,211,211,383,India,750,3,17.1
4754,5364,3,Kuki,387,,Naga,818,,1993-09-15,2,1993-09-15,2,0,,,1994,41,41,41,India,750,3,17.1
4754,5364,3,Kuki,387,,Naga,818,,1993-09-15,2,1993-09-15,2,1,1995-12-31,5,1995,74,74,74,India,750,3,17.1
4754,5364,3,Kuki,387,,Naga,818,,1993-09-15,2,1997-07-07,1,0,,,1997,70,70,72,India,750,3,17.1
4754,5364,3,Kuki,387,,Naga,818,,1993-09-15,2,1997-07-07,1,1,1998-10-16,1,1998,39,39,39,India,750,3,17.1
4755,5365,3,Dayak,819,,Madurese,820,,1997-01-02,2,1997-01-07,2,1,1997-02-19,1,1997,361,361,374,Indonesia,850,3,17.1
4755,5365,3,Dayak,819,,Madurese,820,,1997-01-02,2,2001-02-21,1,1,2001-04-03,1,2001,496,496,663,Indonesia,850,3,17.1
4756,5366,3,Dereiat,821,,al-Shaman,822,,1992-10-15,1,1992-10-15,1,1,1992-10-20,2,1992,266,266,266,Iraq,645,2,17.1
4757,5367,1,IMK,823,,PUK,261,,1992-08-02,2,1992-08-02,2,0,,,1992,29,29,29,Iraq,645,2,17.1
4757,5367,1,IMK,823,,PUK,261,,1992-08-02,2,1992-08-02,2,0,,,1993,122,122,164,Iraq,645,2,17.1
4757,5367,1,IMK,823,,PUK,261,,1992-08-02,2,1992-08-02,2,1,1994-08-07,2,1994,62,62,62,Iraq,645,2,17.1
4758,5368,1,KDP,260,,PUK,261,,1994-05-04,2,1994-06-04,5,0,,,1994,646,646,944,Iraq,645,2,17.1
4758,5368,1,KDP,260,,PUK,261,,1994-05-04,2,1994-06-04,5,0,,,1995,330,330,330,Iraq,645,2,17.1
4758,5368,1,KDP,260,,PUK,261,,1994-05-04,2,1994-06-04,5,0,,,1996,130,130,265,Iraq,645,2,17.1
4758,5368,1,KDP,260,,PUK,261,,1994-05-04,2,1994-06-04,5,1,1997-11-09,2,1997,99,99,103,Iraq,645,2,17.1
4759,5369,1,KDP,260,,PKK,323,,1995-08-31,1,1995-09-02,3,1,1995-12-06,1,1995,338,338,694,Iraq,645,2,17.1
4759,5369,1,KDP,260,,PKK,323,,1995-08-31,1,1997-05-16,1,1,1997-12-01,1,1997,229,229,269,"Iraq, Turkey","645, 640",2,17.1
4759,5369,1,KDP,260,,PKK,323,,1995-08-31,1,2000-07-11,1,1,2000-07-11,1,2000,40,40,40,Iraq,645,2,17.1
4760,5370,2,Supporters of JLP,824,,Supporters of PNP,825,,1989-01-24,3,2001-07-01,5,1,2001-12-29,5,2001,116,116,126,Jamaica,51,5,17.1
4761,5371,3,Ajuran,924,,Garre,1079,,2000-03-16,1,2000-07-20,2,1,2000-11-30,1,2000,78,78,90,"Ethiopia, Kenya","530, 501",4,17.1
4762,5372,3,Borana,591,,Samburu,925,,1996-06-19,1,2001-02-08,1,1,2001-02-08,1,2001,30,30,30,Kenya,501,4,17.1
4763,5373,3,Kalenjin,1024,,Luhya,928,,1992-04-09,2,1992-04-12,1,0,,,1992,69,69,69,Kenya,501,4,17.1
4763,5373,3,Kalenjin,1024,,Luhya,928,,1992-04-09,2,1992-04-12,1,1,1993-10-25,1,1993,27,27,27,Kenya,501,4,17.1
4764,5374,3,Kalenjin,1024,,"Kisii, Luo",3816,"901, 927",1992-03-15,3,1992-03-16,1,1,1992-04-09,2,1992,40,40,40,Kenya,501,4,17.1
4765,5375,3,Kisii,927,,Maasai,1030,,1997-10-31,1,1997-11-30,3,1,1997-12-28,1,1997,57,57,62,Kenya,501,4,17.1
4766,5376,3,Kikuyu,926,,Maasai,1030,,1992-06-10,1,1993-10-15,1,1,1993-10-27,1,1993,60,52,60,Kenya,501,4,17.1
4767,5377,3,Marakwet,929,,Pokot,670,,1999-03-31,5,2001-03-12,1,1,2001-03-12,1,2001,65,65,79,Kenya,501,4,17.1
4767,5377,3,Marakwet,929,,Pokot,670,,1999-03-31,5,2016-11-04,5,-99,,,2016,30,30,30,Kenya,501,4,17.1
4768,5378,3,Nandi,930,,Pokot,670,,1998-08-12,3,1998-09-01,5,1,1998-09-01,5,1998,35,35,35,Kenya,501,4,17.1
4769,5379,3,"Orma, Wardei",3815,"931, 932",Pokomo,933,,2001-03-07,2,2001-12-06,1,1,2001-12-08,1,2001,66,66,78,Kenya,501,4,17.1
4770,5380,3,"Pokot, Samburu",3814,"670, 925",Turkana,693,,1996-12-03,1,1996-12-03,1,1,1996-12-03,1,1996,51,51,51,Kenya,501,4,17.1
4771,5381,1,Amal,239,,Hezbollah,366,,1989-01-01,1,1989-01-08,1,0,,,1989,213,213,245,Lebanon,660,2,17.1
4771,5381,1,Amal,239,,Hezbollah,366,,1989-01-01,1,1989-01-08,1,1,1990-08-31,1,1990,271,244,286,Lebanon,660,2,17.1
4772,5382,1,Fatah,207,,Fatah Revolutionary Council,826,,1989-05-31,3,1990-09-07,1,1,1990-09-09,1,1990,78,78,83,Lebanon,660,2,17.1
4773,5383,1,Hezbollah,366,,SLA,827,,1989-10-24,1,1992-10-04,1,0,,,1992,30,30,36,Lebanon,660,2,17.1
4773,5383,1,Hezbollah,366,,SLA,827,,1989-10-24,1,1992-10-04,1,0,,,1993,26,19,28,Lebanon,660,2,17.1
4773,5383,1,Hezbollah,366,,SLA,827,,1989-10-24,1,1992-10-04,1,0,,,1994,48,48,49,Lebanon,660,2,17.1
4773,5383,1,Hezbollah,366,,SLA,827,,1989-10-24,1,1992-10-04,1,1,1995-12-24,1,1995,36,36,43,Lebanon,660,2,17.1
4773,5383,1,Hezbollah,366,,SLA,827,,1989-10-24,1,1998-12-31,5,0,,,1998,31,31,33,Lebanon,660,2,17.1
4773,5383,1,Hezbollah,366,,SLA,827,,1989-10-24,1,1998-12-31,5,0,,,1999,30,28,30,Lebanon,660,2,17.1
4773,5383,1,Hezbollah,366,,SLA,827,,1989-10-24,1,1998-12-31,5,1,2000-05-12,1,2000,27,26,27,Lebanon,660,2,17.1
4774,5384,1,Forces of Michel Aoun,242,,Lebanese Forces,243,,1989-02-15,1,1989-02-15,1,0,,,1989,66,56,75,Lebanon,660,2,17.1
4774,5384,1,Forces of Michel Aoun,242,,Lebanese Forces,243,,1989-02-15,1,1989-02-15,1,1,1990-06-19,1,1990,786,714,1034,Lebanon,660,2,17.1
4775,5385,1,INPFL,508,,NPFL,507,,1990-01-31,3,1990-01-31,3,1,1990-10-14,1,1990,45,45,102,Liberia,450,4,17.1
4776,5386,1,LPC,639,,NPFL,507,,1993-10-11,1,1994-09-11,1,0,,,1994,192,191,192,Liberia,450,4,17.1
4776,5386,1,LPC,639,,NPFL,507,,1993-10-11,1,1994-09-11,1,1,1995-08-09,1,1995,50,50,218,"Liberia, Ivory Coast","450, 437",4,17.1
4777,5387,1,NPFL,507,,ULIMO,697,,1991-09-04,1,1991-10-23,2,0,,,1991,313,313,313,"Liberia, Sierra Leone","450, 451",4,17.1
4777,5387,1,NPFL,507,,ULIMO,697,,1991-09-04,1,1991-10-23,2,1,1992-12-08,1,1992,55,55,1555,Liberia,450,4,17.1
4778,5388,1,"NPFL, ULIMO - K",3818,"507, 696","AFL, LPC, ULIMO - J",3819,"574, 639, 695",1996-04-09,2,1996-04-16,1,1,1996-05-24,2,1996,2000,347,3000,Liberia,450,4,17.1
4779,5389,1,ULIMO - J,695,,ULIMO - K,696,,1992-05-31,2,1994-03-10,3,1,1994-06-24,1,1994,303,303,423,"Liberia, Sierra Leone","450, 451",4,17.1
4780,5390,1,"ARLA, FIAA, FPLA",3820,"935, 522, 934",MPA,521,,1994-06-12,2,1994-06-12,2,1,1994-06-12,2,1994,30,30,30,Mali,432,4,17.1
4781,5391,3,Fulani,607,,Touareg,937,,1997-03-31,3,1997-07-05,1,1,1997-07-05,1,1997,34,34,34,"Mali, Niger","432, 436",4,17.1
4781,5391,3,Fulani,607,,Touareg,937,,1997-03-31,3,2014-02-06,1,1,2014-02-06,1,2014,30,30,30,Mali,432,4,17.1
4782,5392,3,Garcia clan,828,,Pena Rojas clan,829,,1993-02-06,1,1993-02-09,1,1,1993-02-09,1,1993,27,27,27,Mexico,70,5,17.1
4783,5393,1,Naparama,938,,Renamo,498,,1991-05-20,1,1991-06-29,1,1,1991-12-05,1,1991,63,63,94,Mozambique,541,4,17.1
4784,5394,1,MDA,830,,MDA - LM,831,,2000-12-10,3,2000-12-10,3,1,2000-12-10,3,2000,70,70,250,Myanmar (Burma),775,3,17.1
4785,5395,1,MTA,255,,UWSA,364,,1990-02-14,3,1990-02-14,3,0,,,1990,234,102,266,Myanmar (Burma),775,3,17.1
4785,5395,1,MTA,255,,UWSA,364,,1990-02-14,3,1990-02-14,3,1,1991-12-21,3,1991,357,357,357,"Myanmar (Burma), Thailand","775, 800",3,17.1
4785,5395,1,MTA,255,,UWSA,364,,1990-02-14,3,1995-09-21,2,1,1995-12-31,5,1995,1042,1042,1542,Myanmar (Burma),775,3,17.1
4786,5396,3,Adoni,939,,Ogoni,1031,,1993-07-09,1,1993-07-09,1,1,1993-09-20,2,1993,1085,1085,1085,Nigeria,475,4,17.1
4787,5397,3,Azara,940,,Tiv,1032,,2001-06-25,3,2001-06-25,3,1,2001-06-25,3,2001,200,200,200,Nigeria,475,4,17.1
4788,5398,3,Efik,941,,Ibibio,942,,1992-02-18,2,2000-05-21,2,1,2000-05-21,2,2000,90,90,90,Nigeria,475,4,17.1
4789,5399,3,Fulani,607,,Wurukum ,943,,1999-02-28,3,1999-03-29,5,1,1999-03-29,5,1999,100,100,100,Nigeria,475,4,17.1
4790,5400,3,"Afisare, Anaguta, Birom",3798,"944, 579, 589","Fulani, Hausa",3800,"607, 608",2001-09-08,2,2001-09-08,2,1,2001-09-13,2,2001,1000,1000,3000,Nigeria,475,4,17.1
4790,5400,3,"Afisare, Anaguta, Birom",3798,"944, 579, 589","Fulani, Hausa",3800,"607, 608",2001-09-08,2,2008-11-29,2,1,2008-11-29,2,2008,200,200,200,Nigeria,475,4,17.1
4791,5401,3,Hausa,608,,Ninzam,945,,1999-05-21,1,1999-05-21,1,1,1999-05-21,1,1999,100,100,100,Nigeria,475,4,17.1
4792,5402,3,Ife,946,,Modakeke,947,,1997-08-19,2,1997-08-19,2,0,,,1997,144,144,144,Nigeria,475,4,17.1
4792,5402,3,Ife,946,,Modakeke,947,,1997-08-19,2,1997-08-19,2,1,1998-08-18,1,1998,34,34,40,Nigeria,475,4,17.1
4792,5402,3,Ife,946,,Modakeke,947,,1997-08-19,2,2000-03-03,1,1,2000-05-04,1,2000,61,61,69,Nigeria,475,4,17.1
4793,5403,3,Ijaw,622,,Ilaje,948,,1998-09-24,1,1998-09-30,3,0,,,1998,50,50,50,Nigeria,475,4,17.1
4793,5403,3,Ijaw,622,,Ilaje,948,,1998-09-24,1,1998-09-30,3,1,1999-09-26,2,1999,70,70,70,Nigeria,475,4,17.1
4794,5404,3,Ijaw,622,,Urhobo,949,,1997-03-30,2,1998-03-20,1,1,1998-03-20,1,1998,30,30,30,Nigeria,475,4,17.1
4795,5405,3,Jukun,950,,Tiv,1032,,1990-10-10,3,1991-10-31,3,0,,,1991,30,30,1050,Nigeria,475,4,17.1
4795,5405,3,Jukun,950,,Tiv,1032,,1990-10-10,3,1991-10-31,3,1,1992-02-20,3,1992,100,100,1050,Nigeria,475,4,17.1
4795,5405,3,Jukun,950,,Tiv,1032,,1990-10-10,3,2001-10-15,3,1,2001-12-06,1,2001,545,545,545,Nigeria,475,4,17.1
4796,5406,3,Fulani,607,,Karimjo,951,,1996-04-14,3,1996-04-14,3,1,1996-04-14,3,1996,80,40,80,Nigeria,475,4,17.1
4797,5407,3,Kwala,952,,Tiv,1032,,2001-04-05,2,2001-04-05,2,1,2001-04-05,2,2001,50,46,50,Nigeria,475,4,17.1
4798,5408,3,Odtikas,953,,Ogoni,1031,,1992-12-01,1,1992-12-01,1,1,1992-12-01,1,1992,60,60,60,Nigeria,475,4,17.1
4799,5409,3,Ndoki,954,,Ogoni,1031,,1994-04-30,3,1994-04-30,3,1,1994-04-30,3,1994,30,20,30,Nigeria,475,4,17.1
4800,5410,3,Eleme,955,,Okrika (Ijaw),1033,,1999-10-04,1,1999-10-04,1,1,1999-10-04,1,1999,25,25,30,Nigeria,475,4,17.1
4801,5411,3,Ogoni,1031,,Okrika (Ijaw),1033,,1993-12-13,2,1993-12-13,2,1,1993-12-13,2,1993,90,90,95,Nigeria,475,4,17.1
4802,5412,3,Igbo,621,,Tiv,1032,,1998-12-18,3,1998-12-18,3,1,1998-12-18,3,1998,32,32,32,Nigeria,475,4,17.1
4803,5413,3,Aguleri,957,,Umuleri,956,,1999-04-23,3,1999-04-23,3,1,1999-07-31,3,1999,420,97,420,Nigeria,475,4,17.1
4804,5414,3,"Ijaw, Urhobo",3795,"622, 949",Itsekiri,625,,1999-06-04,1,1999-06-07,2,1,1999-06-09,1,1999,39,39,39,Nigeria,475,4,17.1
4805,5415,1,MQM,354,,MQM-H,832,,1991-06-19,1,1994-09-14,1,0,,,1994,87,87,87,Pakistan,770,3,17.1
4805,5415,1,MQM,354,,MQM-H,832,,1991-06-19,1,1994-09-14,1,1,1995-06-26,1,1995,42,42,45,Pakistan,770,3,17.1
4805,5415,1,MQM,354,,MQM-H,832,,1991-06-19,1,1997-06-20,5,0,,,1997,73,73,73,Pakistan,770,3,17.1
4805,5415,1,MQM,354,,MQM-H,832,,1991-06-19,1,1997-06-20,5,1,1998-10-31,1,1998,38,38,66,Pakistan,770,3,17.1
4806,5416,3,Wagia subclan of Takima,833,,Wayai subclan of Takima,834,,2001-05-31,3,2001-05-31,3,1,2001-05-31,3,2001,25,25,25,Papua New Guinea,910,3,17.1
4807,5417,3,Unjamap,836,,Wogia-Tunjup,835,,2000-01-14,3,2001-12-22,1,1,2001-12-28,2,2001,36,36,56,Papua New Guinea,910,3,17.1
4808,5418,3,Hadji Faizal Abdulkarim clan,837,,Hadji Masir Ahalul clan,838,,1998-07-13,2,1998-07-13,2,1,1998-07-13,2,1998,30,30,30,Philippines,840,3,17.1
4809,5419,3,Armenian,840,,Azeri,839,,1989-12-31,5,1989-12-31,5,0,,,1989,42,0,42,Russia (Soviet Union),365,1,17.1
4809,5419,3,Armenian,840,,Azeri,839,,1989-12-31,5,1989-12-31,5,1,1990-12-02,2,1990,27,27,187,Russia (Soviet Union),365,1,17.1
4810,5420,1,Chechen Republic of Ichkeria,352,,Forces of Ruslan Labazanov,841,,1994-06-13,1,1994-06-13,1,1,1994-06-13,1,1994,180,180,300,Russia (Soviet Union),365,1,17.1
4811,5421,1,Chechen Republic of Ichkeria,352,,Provisional Council of the Chechen Republic,842,,1994-09-01,1,1994-10-09,2,1,1994-10-19,1,1994,64,64,70,Russia (Soviet Union),365,1,17.1
4812,5422,1,Republic of Georgia,843,,Republic of South Ossetia,343,,1991-01-20,2,1991-02-07,2,1,1991-12-01,1,1991,87,87,93,Russia (Soviet Union),365,1,17.1
4813,5423,3,Abdalle subclan of Habar Awal clan (Isaaq),958,,Aidagalla subclan of Habar Garhadjis clan (Isaaq),959,,1996-07-11,1,1996-07-31,2,1,1996-07-31,2,1996,34,34,34,Somalia,520,4,17.1
4814,5424,3,Abdalleh-Agon-Yar subclan of Abgal clan (Hawiye),960,,Eli-Agon-Yar subclan of Abgal clan (Hawiye),961,,2000-01-10,1,2000-02-26,1,1,2000-02-26,1,2000,26,22,26,Somalia,520,4,17.1
4815,5425,3,Abdulleh-Galmaha subclan of Abgal clan (Hawiye),962,,Kabaloh subclan of Abgal clan (Hawiye),963,,2001-05-22,2,2001-07-07,1,1,2001-07-09,2,2001,33,33,33,Somalia,520,4,17.1
4816,5426,3,Abgal clan (Hawiye),1028,,Galgalo,964,,1990-12-04,2,1990-12-04,2,1,1990-12-12,3,1990,50,50,150,Somalia,520,4,17.1
4817,5427,1,SPM,501,,Forces of Omar Jess,965,,2000-02-02,1,2000-02-11,1,1,2000-02-11,1,2000,41,37,50,Somalia,520,4,17.1
4818,5428,3,Ayr subclan of Habar Gidir clan (Hawiye),966,,Sa'ad subclan of Habar Gidir clan (Hawiye),680,,1997-08-29,1,2001-07-16,1,1,2001-07-16,1,2001,50,50,100,Somalia,520,4,17.1
4819,5429,3,Abdalle-Aroneh subclan of Abgal clan (Hawiye),968,,Eli-Omar subclan of Abgal clan (Hawiye),967,,1999-01-27,1,1999-01-27,1,1,1999-01-27,1,1999,31,31,31,Somalia,520,4,17.1
4820,5430,1,Forces of Abdirizak Bihi,969,,Forces of Ahmed Sheikh Buraleh,970,,2001-03-30,1,2001-03-30,1,1,2001-03-30,1,2001,33,33,33,Somalia,520,4,17.1
4821,5431,1,Forces of Hussein Ali Ahmed,971,,USC/SSA,502,,1999-03-13,1,1999-03-20,2,1,1999-09-20,1,1999,113,113,116,Somalia,520,4,17.1
4822,5432,1,Forces of Abdurahman Ahmed Ali 'Tur',972,,Republic of Somaliland,675,,1994-10-15,1,1994-11-16,2,0,,,1994,320,320,320,Somalia,520,4,17.1
4822,5432,1,Forces of Abdurahman Ahmed Ali 'Tur',972,,Republic of Somaliland,675,,1994-10-15,1,1994-11-16,2,1,1995-10-28,1,1995,145,145,337,"Somalia, Djibouti","520, 522",4,17.1
4823,5433,3,Garre subclan of Digil clan (Digil-Mirifle),612,,Jiddo subclan of Digil clan (Digil-Mirifle),632,,2000-05-20,2,2000-06-19,3,1,2000-10-22,2,2000,42,29,54,Somalia,520,4,17.1
4823,5433,3,Garre subclan of Digil clan (Digil-Mirifle),612,,Jiddo subclan of Digil clan (Digil-Mirifle),632,,2000-05-20,2,2002-01-26,2,1,2002-01-26,2,2002,28,26,32,Somalia,520,4,17.1
4824,5434,3,Habar Gidir clan (Hawiye),1034,,Xawaadle clan (Hawiye),891,,1993-09-10,1,1994-04-23,2,1,1994-05-02,1,1994,38,38,40,Somalia,520,4,17.1
4825,5435,3,Habar Gidir clan (Hawiye),1034,,Marehan subclan of Sede clan (Darod),644,,1993-01-13,1,1993-01-13,1,1,1993-01-13,1,1993,30,30,30,Somalia,520,4,17.1
4825,5435,3,Habar Gidir clan (Hawiye),1034,,Marehan subclan of Sede clan (Darod),644,,1993-01-13,1,1995-07-08,2,1,1995-07-08,2,1995,31,31,54,Somalia,520,4,17.1
4826,5436,3,Galje'el clan (Hawiye),610,,Xawaadle clan (Hawiye),891,,2000-08-08,1,2000-08-28,2,1,2000-09-24,2,2000,62,60,72,Somalia,520,4,17.1
4827,5437,1,Republic of Somaliland,675,,SNM - 'Calan cas' ,1105,,1992-01-20,3,1992-01-20,3,1,1992-08-31,5,1992,2500,2500,2500,Somalia,520,4,17.1
4828,5438,1,SNF ,1035,,USC/SNA,503,,1992-04-28,1,1992-04-28,1,0,,,1992,60,60,60,Somalia,520,4,17.1
4828,5438,1,SNF ,1035,,USC/SNA,503,,1992-04-28,1,1992-04-28,1,1,1993-02-01,1,1993,39,39,39,Somalia,520,4,17.1
4829,5439,1,SNF - MSAB ,973,,SNF ,1035,,1999-04-07,1,1999-09-17,1,1,1999-09-17,1,1999,51,51,51,Somalia,520,4,17.1
4830,5440,1,SPM,501,,SPM/SNA ,974,,1992-05-10,3,1992-05-10,3,0,,,1992,300,300,300,Somalia,520,4,17.1
4830,5440,1,SPM,501,,SPM/SNA ,974,,1992-05-10,3,1992-05-10,3,0,,,1993,184,184,249,Somalia,520,4,17.1
4830,5440,1,SPM,501,,SPM/SNA ,974,,1992-05-10,3,1992-05-10,3,1,1994-02-24,3,1994,30,28,77,Somalia,520,4,17.1
4831,5441,1,AIAI,542,,SSDF,499,,1992-06-19,1,1992-06-26,2,1,1992-06-30,1,1992,625,625,625,Somalia,520,4,17.1
4832,5442,1,DSA ,975,,USC/SNA,503,,1999-07-25,1,1999-08-01,1,1,1999-10-04,1,1999,35,35,46,Somalia,520,4,17.1
4833,5443,1,RRA,678,,USC/SNA,503,,1995-10-11,1,1995-10-14,1,0,,,1995,103,103,378,Somalia,520,4,17.1
4833,5443,1,RRA,678,,USC/SNA,503,,1995-10-11,1,1995-10-14,1,0,,,1996,104,104,420,Somalia,520,4,17.1
4833,5443,1,RRA,678,,USC/SNA,503,,1995-10-11,1,1995-10-14,1,0,,,1997,41,41,159,Somalia,520,4,17.1
4833,5443,1,RRA,678,,USC/SNA,503,,1995-10-11,1,1995-10-14,1,0,,,1998,72,72,108,Somalia,520,4,17.1
4833,5443,1,RRA,678,,USC/SNA,503,,1995-10-11,1,1995-10-14,1,1,1999-10-16,1,1999,107,94,204,Somalia,520,4,17.1
4834,5444,1,SSDF,499,,USC/SNA,503,,1993-01-08,1,1993-01-08,1,1,1993-01-08,1,1993,200,200,200,Somalia,520,4,17.1
4835,5445,1,USC/SNA,503,,USC/SNA - OA ,976,,1995-02-26,1,1995-09-12,1,0,,,1995,31,31,34,Somalia,520,4,17.1
4835,5445,1,USC/SNA,503,,USC/SNA - OA ,976,,1995-02-26,1,1995-09-12,1,0,,,1996,361,360,407,Somalia,520,4,17.1
4835,5445,1,USC/SNA,503,,USC/SNA - OA ,976,,1995-02-26,1,1995-09-12,1,1,1997-05-06,1,1997,39,39,42,Somalia,520,4,17.1
4836,5446,1,USC/SNA,503,,USC-PM ,977,,1995-04-10,1,1995-04-10,1,1,1995-04-10,1,1995,46,46,46,Somalia,520,4,17.1
4837,5447,1,ANC - 'Greens' ,978,,ANC - 'Reds' ,979,,1993-01-23,1,1993-07-10,1,1,1993-11-17,1,1993,30,30,41,South Africa,560,4,17.1
4838,5448,2,Supporters of ANC,1086,,Supporters of AZAPO ,980,,1990-03-26,1,1990-11-05,1,1,1990-12-08,2,1990,32,32,41,South Africa,560,4,17.1
4839,5449,1,CATA ,982,,Codeta,981,,1994-10-16,1,1996-04-30,3,1,1996-11-30,3,1996,71,71,71,South Africa,560,4,17.1
4840,5450,2,Supporters of ANC,1086,,Supporters of IFP,620,,1989-01-06,1,1989-09-04,1,0,,,1989,65,65,66,South Africa,560,4,17.1
4840,5450,2,Supporters of ANC,1086,,Supporters of IFP,620,,1989-01-06,1,1989-09-04,1,0,,,1990,899,899,1366,South Africa,560,4,17.1
4840,5450,2,Supporters of ANC,1086,,Supporters of IFP,620,,1989-01-06,1,1989-09-04,1,0,,,1991,615,612,953,South Africa,560,4,17.1
4840,5450,2,Supporters of ANC,1086,,Supporters of IFP,620,,1989-01-06,1,1989-09-04,1,0,,,1992,650,650,809,South Africa,560,4,17.1
4840,5450,2,Supporters of ANC,1086,,Supporters of IFP,620,,1989-01-06,1,1989-09-04,1,0,,,1993,612,612,887,South Africa,560,4,17.1
4840,5450,2,Supporters of ANC,1086,,Supporters of IFP,620,,1989-01-06,1,1989-09-04,1,0,,,1994,421,421,550,South Africa,560,4,17.1
4840,5450,2,Supporters of ANC,1086,,Supporters of IFP,620,,1989-01-06,1,1989-09-04,1,0,,,1995,143,143,175,South Africa,560,4,17.1
4840,5450,2,Supporters of ANC,1086,,Supporters of IFP,620,,1989-01-06,1,1989-09-04,1,1,1996-12-28,1,1996,55,54,156,South Africa,560,4,17.1
4841,5451,2,Supporters of IFP,620,,Supporters of UDF ,983,,1989-01-04,1,1989-05-05,1,0,,,1989,161,161,321,South Africa,560,4,17.1
4841,5451,2,Supporters of IFP,620,,Supporters of UDF ,983,,1989-01-04,1,1989-05-05,1,1,1990-12-31,5,1990,312,312,425,South Africa,560,4,17.1
4842,5452,3,Mangweni clan,984,,Mgodini clan,985,,1993-10-09,1,1993-10-20,1,1,1993-10-20,1,1993,26,26,26,South Africa,560,4,17.1
4843,5453,2,Supporters of ANC,1086,,Supporters of UDM ,986,,1997-05-08,1,1998-07-17,1,1,1998-08-30,1,1998,29,29,124,South Africa,560,4,17.1
4844,5454,1,NUM ,988,,Uwusa ,987,,1989-04-15,1,1996-08-19,1,1,1996-09-23,2,1996,30,30,60,South Africa,560,4,17.1
4845,5455,3,Lagunya ,990,,Webta ,989,,1991-03-15,3,1991-10-20,2,1,1991-11-12,1,1991,31,31,58,South Africa,560,4,17.1
